"Organism","Element ID","Element Description","Promoter","Transgenesis","Stage","Expression","Tissues","Genome Assembly","Element Coordinates"
"Mouse","mm320.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:30654266-30656448"
"Mouse","mm321.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Limb, Eye, Heart","mm10","chr16:18554170-18557637"
"Mouse","mm323.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr8:121667959-121670941"
"Mouse","mm324.0","reference","Hsp68","random","e11.5","positive","Nose","mm10","chr19:47908462-47910596"
"Mouse","mm325.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain, Neural tube, Eye","mm10","chr15:85505932-85509606"
"Mouse","mm329.0","reference","Hsp68","random","e11.5","positive","Limb, Other","mm10","chr5:113151955-113154228"
"Mouse","mm33.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:82887633-82890860"
"Mouse","mm330.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:107602052-107604613"
"Mouse","mm334.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:133116596-133118424"
"Mouse","mm335.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:121283051-121284421"
"Mouse","mm336.0","reference","Hsp68","random","e11.5","negative","","mm10","chr12:86810602-86813301"
"Mouse","mm337.0","reference","Hsp68","random","e11.5","positive","Somite","mm10","chr2:28524363-28526946"
"Mouse","mm338.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:121665200-121666118"
"Mouse","mm339.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:116319003-116319995"
"Mouse","mm34.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr5:78283386-78285474"
"Mouse","mm340.0","reference","Hsp68","random","e11.5","positive","Ear","mm10","chr14:34194121-34196050"
"Mouse","mm342.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:106382998-106385663"
"Mouse","mm343.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:166352869-166354821"
"Mouse","mm346.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:153560294-153561940"
"Mouse","mm36.0","reference","Hsp68","random","e11.5","positive","Neural tube","mm10","chr18:61608406-61611100"
"Mouse","mm362.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:106416955-106418793"
"Mouse","mm366.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:52401129-52402130"
"Mouse","mm368.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:167569881-167571241"
"Mouse","mm370.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:119821983-119824240"
"Mouse","mm371.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89388208-89393783"
"Mouse","mm372.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89393251-89400067"
"Mouse","mm373.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89399831-89406701"
"Mouse","mm374.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89405812-89410925"
"Mouse","mm375.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89410605-89417157"
"Mouse","mm376.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89416711-89421138"
"Mouse","mm377.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89425337-89432294"
"Mouse","mm378.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89431716-89439478"
"Mouse","mm379.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89439184-89446556"
"Mouse","mm38.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Hindbrain, Neural tube","mm10","chr2:174856553-174860580"
"Mouse","mm380.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89446082-89452900"
"Mouse","mm381.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89452132-89455541"
"Mouse","mm382.0","reference","Hsp68","random","e11.5","negative","","mm10","chr16:15054454-15055590"
"Mouse","mm383.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose, Other","mm10","chr16:15194413-15196116"
"Mouse","mm384.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose, Limb, Neural tube","mm10","chr14:45943843-45945127"
"Mouse","mm385.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:46223997-46224959"
"Mouse","mm386.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:46247450-46249125"
"Mouse","mm387.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose","mm10","chr14:46610674-46611777"
"Mouse","mm389.0","reference","Hsp68","random","e11.5","positive","Ear","mm10","chr5:20493778-20494889"
"Mouse","mm39.0","reference","Hsp68","random","e11.5","positive","Nose","mm10","chr5:93131077-93135726"
"Mouse","mm390.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:20950025-20950986"
"Mouse","mm391.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:21495903-21497355"
"Mouse","mm394.0","reference","Hsp68","random","e11.5","positive","Midbrain, Eye","mm10","chr5:24730558-24731843"
"Mouse","mm397.0","reference","Hsp68","random","e11.5","positive","Limb, Blood vessels","mm10","chr5:92997270-92998294"
"Mouse","mm398.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr6:4483466-4485322"
"Mouse","mm399.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:4488997-4490635"
"Mouse","mm4.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr3:137783222-137786437"
"Mouse","mm40.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Heart","mm10","chr8:103077240-103078991"
"Mouse","mm400.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose, Limb","mm10","chr6:4553540-4555066"
"Mouse","mm401.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:50810704-50811821"
"Mouse","mm402.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Forebrain, Midbrain, Hindbrain, Neural tube, Other","mm10","chr6:50821121-50823589"
"Mouse","mm403.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr6:50924552-50926237"
"Mouse","mm404.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr6:50956959-50958238"
"Mouse","mm405.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Trigeminal V (ganglion, cranial), Other","mm10","chr6:50981071-50982328"
"Mouse","mm406.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Limb","mm10","chr6:50983970-50984810"
"Mouse","mm407.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr6:51051776-51053273"
"Mouse","mm408.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:51104237-51105195"
"Mouse","mm409.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:51172427-51173470"
"Mouse","mm41.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr13:3741069-3744542"
"Mouse","mm410.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:51333778-51334476"
"Mouse","mm411.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:51361847-51362696"
"Mouse","mm412.0","reference","Hsp68","random","e11.5","positive","Neural tube","mm10","chr6:51857239-51858614"
"Mouse","mm413.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:21853194-21853682"
"Mouse","mm414.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb, Forebrain, Midbrain, Eye","mm10","chr14:22113217-22115951"
"Mouse","mm415.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:23486016-23486602"
"Mouse","mm416.0","reference","Hsp68","random","e11.5","negative","","mm10","chr14:23493827-23494811"
"Mouse","mm417.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr14:23520146-23521596"
"Mouse","mm418.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr2:4297327-4301453"
"Mouse","mm419.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr2:4348338-4349350"
"Mouse","mm420.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr2:4361912-4362689"
"Mouse","mm422.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain","mm10","chr2:4556147-4557875"
"Mouse","mm423.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose, Limb","mm10","chr2:4587587-4588762"
"Mouse","mm424.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:4882644-4883760"
"Mouse","mm425.0","reference","Hsp68","random","e11.5","positive","Neural tube","mm10","chr5:37818652-37819644"
"Mouse","mm426.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose, Limb, Ear, Midbrain, Hindbrain, Eye, Somite, Genital tubercle","mm10","chr5:37826575-37829229"
"Mouse","mm427.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Nose","mm10","chr5:37901106-37902489"
"Mouse","mm428.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Limb, Genital tubercle","mm10","chr5:37917742-37918591"
"Mouse","mm429.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Limb, Genital tubercle","mm10","chr5:37967625-37969196"
"Mouse","mm43.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Limb","mm10","chr5:20079136-20082788"
"Mouse","mm430.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:192789595-192791084"
"Mouse","mm430.0","reference","Hsp68","random","e14.5","negative","","mm10","chr1:192789595-192791084"
"Mouse","mm433.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:192851643-192852457"
"Mouse","mm434.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:121953542-121954388"
"Mouse","mm435.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Nose, Forebrain","mm10","chr3:122047472-122049247"
"Mouse","mm436.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:122292915-122294267"
"Mouse","mm436.0","reference","Hsp68","random","e13.5","negative","","mm10","chr3:122292915-122294267"
"Mouse","mm438.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:88180551-88181652"
"Mouse","mm439.0","reference","Hsp68","random","e11.5","positive","Midbrain, Hindbrain, Neural tube, Eye","mm10","chr11:88274083-88276075"
"Mouse","mm440.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:88527850-88529476"
"Mouse","mm441.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:88554793-88555816"
"Mouse","mm445.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Limb, Eye","mm10","chr19:58371922-58373059"
"Mouse","mm447.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr19:59267130-59268278"
"Mouse","mm448.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Nose, Limb","mm10","chr19:59423214-59425570"
"Mouse","mm449.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain","mm10","chr19:60015446-60016837"
"Mouse","mm45.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain","mm10","chr13:111952900-111955569"
"Mouse","mm450.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:143297276-143298460"
"Mouse","mm451.0","reference","Hsp68","random","e11.5","positive","Limb, Neural tube","mm10","chr6:143437343-143439026"
"Mouse","mm456.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:144944646-144946014"
"Mouse","mm457.0","reference","Hsp68","random","e11.5","positive","Neural tube","mm10","chr15:62902694-62903900"
"Mouse","mm458.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb, Other","mm10","chr15:63193937-63194787"
"Mouse","mm46.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:24493266-24494942"
"Mouse","mm463.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr13:118515842-118517025"
"Mouse","mm466.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Nose, Limb, Tail, Hindbrain","mm10","chr16:15084592-15085708"
"Mouse","mm466.0","reference","Hsp68","random","e13.5","positive","Nose, Limb, Tail","mm10","chr16:15084592-15085708"
"Mouse","mm467.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr16:15294470-15296046"
"Mouse","mm468.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89421046-89425353"
"Mouse","mm469.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89455335-89460083"
"Mouse","mm47.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb, Somite, Liver","mm10","chr7:142568916-142573912"
"Mouse","mm471.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:89034676-89036253"
"Mouse","mm472.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:51778044-51779171"
"Mouse","mm474.0","reference","Hsp68","random","e11.5","positive","Neural tube","mm10","chr3:88238232-88239375"
"Mouse","mm48.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr6:52442621-52444529"
"Mouse","mm482.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:8968318-8968915"
"Mouse","mm484.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:140010918-140012273"
"Mouse","mm485.0","reference","Hsp68","random","e11.5","positive","Hindbrain","mm10","chr7:75909983-75910682"
"Mouse","mm489.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Midbrain, Eye","mm10","chr1:59340862-59342046"
"Mouse","mm49.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr5:5007240-5009906"
"Mouse","mm491.0","reference","Hsp68","random","e11.5","positive","Eye","mm10","chr12:102697627-102698772"
"Mouse","mm492.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr3:28491069-28491909"
"Mouse","mm495.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:126536388-126537692"
"Mouse","mm497.0","reference","Hsp68","random","e11.5","negative","","mm10","chr12:51503958-51505351"
"Mouse","mm5.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr13:105537278-105539272"
"Mouse","mm50.0","reference","Hsp68","random","e11.5","positive","Nose, Limb, Heart, Somite, Other","mm10","chr7:142551568-142554813"
"Mouse","mm502.0","reference","Hsp68","random","e11.5","negative","","mm10","chr17:63117691-63118770"
"Mouse","mm503.0","reference","Hsp68","random","e11.5","positive","Neural tube, Eye","mm10","chr11:98496959-98498735"
"Mouse","mm505.0","reference","Hsp68","random","e11.5","positive","Forebrain, Hindbrain","mm10","chr1:132332670-132334462"
"Mouse","mm506.0","reference","Hsp68","random","e11.5","negative","","mm10","chr12:54532609-54534941"
"Mouse","mm51.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain","mm10","chr11:54056665-54059415"
"Mouse","mm510.0","reference","Hsp68","random","e11.5","positive","Hindbrain, Neural tube","mm10","chr4:32530396-32532759"
"Mouse","mm515.0","reference","Hsp68","random","e11.5","positive","Limb, Forebrain, Hindbrain, Neural tube","mm10","chr2:75422202-75424576"
"Mouse","mm517.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:49961402-49962403"
"Mouse","mm52.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr10:86294230-86297417"
"Mouse","mm524.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:38143982-38145288"
"Mouse","mm529.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Other","mm10","chr12:84175691-84176743"
"Mouse","mm54.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:46118253-46121546"
"Mouse","mm547.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:132807589-132808550"
"Mouse","mm55.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr2:71418481-71422071"
"Mouse","mm551.0","reference","Hsp68","random","e11.5","positive","Tail, Midbrain, Hindbrain","mm10","chr3:9346755-9348294"
"Mouse","mm554.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr3:40119575-40120620"
"Mouse","mm557.0","reference","Hsp68","random","e11.5","negative","","mm10","chr18:76160386-76161964"
"Mouse","mm558.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:86487174-86488752"
"Mouse","mm56.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr4:82915377-82918271"
"Mouse","mm560.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:122912068-122914080"
"Mouse","mm561.0","reference","Hsp68","random","e11.5","positive","Hindbrain","mm10","chr2:26132283-26133723"
"Mouse","mm562.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:135199049-135199949"
"Mouse","mm567.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr7:19319411-19320266"
"Mouse","mm568.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Forebrain, Hindbrain, Neural tube","mm10","chr11:94880929-94883811"
"Mouse","mm569.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Forebrain, Hindbrain, Neural tube, Genital tubercle","mm10","chr10:120551962-120553597"
"Mouse","mm57.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb, Tail, Eye","mm10","chr11:26489088-26491730"
"Mouse","mm570.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr15:79949939-79952465"
"Mouse","mm571.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:74097954-74100043"
"Mouse","mm573.0","reference","Hsp68","random","e11.5","positive","Blood vessels","mm10","chr1:133491869-133494057"
"Mouse","mm576.0","reference","Hsp68","random","e11.5","positive","Hindbrain, Other","mm10","chr3:97941911-97942885"
"Mouse","mm577.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb, Forebrain, Midbrain, Hindbrain, Heart, Somite","mm10","chr9:37053339-37055278"
"Mouse","mm578.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:114829428-114830877"
"Mouse","mm580.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr6:121087146-121088146"
"Mouse","mm582.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:25465343-25466614"
"Mouse","mm586.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:119238785-119240193"
"Mouse","mm588.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:119798044-119799107"
"Mouse","mm59.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:155050094-155052094"
"Mouse","mm591.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr17:45885692-45887728"
"Mouse","mm594.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain, Blood vessels","mm10","chr5:111508634-111510489"
"Mouse","mm595.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Limb","mm10","chr8:25439932-25441453"
"Mouse","mm596.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:129038134-129040038"
"Mouse","mm599.0","reference","Hsp68","random","e11.5","positive","Other","mm10","chr16:21310392-21311695"
"Mouse","mm6.0","reference","Hsp68","random","e11.5","negative","","mm10","chr12:104939330-104940068"
"Mouse","mm60.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr6:98112394-98114829"
"Mouse","mm603.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:143153813-143155330"
"Mouse","mm605.0","reference","Hsp68","random","e11.5","positive","Facial mesenchyme, Trigeminal V (ganglion, cranial)","mm10","chr13:118850477-118851390"
"Mouse","mm605.0","reference","Hsp68","random","e14.5","negative","","mm10","chr13:118850477-118851390"
"Mouse","mm606.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:118893850-118894760"
"Mouse","mm607.0","reference","Hsp68","random","e11.5","positive","Neural tube","mm10","chr7:129743445-129744988"
"Mouse","mm608.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:130059552-130061335"
"Mouse","mm61.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:99550511-99551513"
"Mouse","mm610.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Limb, Other","mm10","chr8:25342691-25344335"
"Mouse","mm610.0","reference","Hsp68","random","e14.5","positive","Facial mesenchyme, Ear","mm10","chr8:25342691-25344335"
"Mouse","mm612.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Nose, Limb, Forebrain, Midbrain, Hindbrain, Eye","mm10","chr8:25543015-25545762"
"Mouse","mm613.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Ear","mm10","chr1:56286332-56287543"
"Mouse","mm617.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:192784317-192784989"
"Mouse","mm618.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:192806328-192807093"
"Mouse","mm619.0","reference","Hsp68","random","e11.5","negative","","mm10","chr5:110898214-110898771"
"Mouse","mm62.0","reference","Hsp68","random","e11.5","positive","Hindbrain, Neural tube, Dorsal root ganglion","mm10","chr11:62983407-62986950"
"Mouse","mm621.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr5:111577309-111578296"
"Mouse","mm622.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr5:111601266-111602739"
"Mouse","mm625.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:48716454-48718010"
"Mouse","mm627.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr11:111563101-111564002"
"Mouse","mm628.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr11:111568526-111569439"
"Mouse","mm628.0","reference","Hsp68","random","e9.5","positive","Facial mesenchyme","mm10","chr11:111568526-111569439"
"Mouse","mm629.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:111627115-111628109"
"Mouse","mm630.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:111647331-111648996"
"Mouse","mm631.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:111666055-111667477"
"Mouse","mm632.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:111781025-111781954"
"Mouse","mm633.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:111961105-111962964"
"Mouse","mm634.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Limb","mm10","chr11:112411868-112413667"
"Mouse","mm635.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr11:112780251-112781037"
"Mouse","mm636.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Nose, Limb","mm10","chr11:113013633-113014961"
"Mouse","mm637.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:113045851-113046515"
"Mouse","mm639.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:35102311-35103771"
"Mouse","mm64.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr19:53715573-53717446"
"Mouse","mm640.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:35340408-35342017"
"Mouse","mm641.0","reference","Hsp68","random","e11.5","positive","Midbrain","mm10","chr15:61157639-61158731"
"Mouse","mm642.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose, Limb, Ear, Forebrain, Midbrain, Dorsal root ganglion, Eye, Heart","mm10","chr15:60852996-60854283"
"Mouse","mm643.0","reference","Hsp68","random","e11.5","negative","","mm10","chr15:63674837-63676249"
"Mouse","mm645.0","reference","Hsp68","random","e11.5","positive","Midbrain, Hindbrain","mm10","chr2:160244496-160245157"
"Mouse","mm646.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose, Limb, Forebrain, Somite","mm10","chr1:192798097-192800700"
"Mouse","mm65.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:59442760-59444330"
"Mouse","mm652.0","reference","Hsp68","random","e11.5","positive","Cranial nerve, Dorsal root ganglion, Heart","mm10","chr13:15664358-15665305"
"Mouse","mm653.0","reference","Hsp68","random","e11.5","negative","","mm10","chr13:16011023-16012852"
"Mouse","mm657.0","reference","Hsp68","random","e11.5","positive","Branchial arch","mm10","chr17:44722114-44723786"
"Mouse","mm659.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:89002204-89004697"
"Mouse","mm663.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:11026041-11028544"
"Mouse","mm664.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:12614812-12617318"
"Mouse","mm665.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:33989736-33992236"
"Mouse","mm666.0","reference","Hsp68","random","e11.5","negative","","mm10","chr1:84548810-84551346"
"Mouse","mm667.0","reference","Hsp68","random","e11.5","positive","Limb, Heart","mm10","chr2:57341949-57344452"
"Mouse","mm668.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:65992128-65994630"
"Mouse","mm669.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:115867988-115870501"
"Mouse","mm67.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr11:65208859-65210457"
"Mouse","mm670.0","reference","Hsp68","random","e11.5","negative","","mm10","chr2:125491399-125493910"
"Mouse","mm671.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr2:137852331-137854841"
"Mouse","mm673.0","reference","Hsp68","random","e11.5","positive","Limb, Neural tube","mm10","chr2:166440624-166443127"
"Mouse","mm675.0","reference","Hsp68","random","e11.5","negative","","mm10","chr3:70311304-70313815"
"Mouse","mm677.0","reference","Hsp68","random","e11.5","negative","","mm10","chr4:89468922-89471433"
"Mouse","mm678.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr5:99367893-99370402"
"Mouse","mm68.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr13:73298278-73300313"
"Mouse","mm680.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr5:102373255-102375760"
"Mouse","mm681.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:99886863-99889368"
"Mouse","mm682.0","reference","Hsp68","random","e11.5","negative","","mm10","chr6:101279933-101282506"
"Mouse","mm683.0","reference","Hsp68","random","e11.5","positive","Forebrain, Midbrain, Hindbrain, Eye","mm10","chr7:51770962-51773461"
"Mouse","mm684.0","reference","Hsp68","random","e11.5","negative","","mm10","chr7:51968458-51970959"
"Mouse","mm686.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Limb, Forebrain","mm10","chr7:108796607-108799111"
"Mouse","mm687.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr7:124038358-124040863"
"Mouse","mm688.0","reference","Hsp68","random","e11.5","negative","","mm10","chr8:8102246-8104746"
"Mouse","mm69.0","reference","Hsp68","random","e11.5","positive","Heart, Liver","mm10","chr9:64044784-64046949"
"Mouse","mm690.0","reference","Hsp68","random","e11.5","negative","","mm10","chr9:68794561-68797064"
"Mouse","mm693.0","reference","Hsp68","random","e11.5","positive","Nose, Limb, Forebrain, Midbrain","mm10","chr10:36483585-36486087"
"Mouse","mm694.0","reference","Hsp68","random","e11.5","positive","Branchial arch, Facial mesenchyme, Nose, Limb, Tail, Other","mm10","chr10:87868238-87870738"
"Mouse","mm696.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:98683082-98685585"
"Mouse","mm697.0","reference","Hsp68","random","e11.5","negative","","mm10","chr10:122768032-122770536"
"Mouse","mm698.0","reference","Hsp68","random","e11.5","negative","","mm10","chr11:25099107-25101616"
"Mouse","mm7.0","reference","Hsp68","random","e11.5","positive","Forebrain","mm10","chr14:61004741-61005741"
"Mouse","mm70.0","reference","Hsp68","random","e11.5","positive","Heart","mm10","chr8:33903825-33907069"
"Mouse","mm701.0","reference","Hsp68","random","e11.5","negative","","mm10","chr12:53663102-53665611"
"Mouse","mm702.0","reference","Hsp68","random","e11.5","positive","Midbrain, Hindbrain, Cranial nerve","mm10","chr13:63625948-63628451"
"Mouse","mm703.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr15:35532221-35534804"
"Mouse","mm708.0","reference","Hsp68","random","e11.5","positive","Limb","mm10","chr18:68909329-68911841"
