Pubmed	Chromosome	Start_position	End_position	Enhancer_related_genes	Description	Species	Tissue_class	Experiment_class	Title	SNP_related	SNP_id	Disease	Cell_class	Enhancer_id	Enhancer_experiment	Enhancer_tar_ex_De	Enhancer_type	target_gene_strong_experiment	target_gene_weak_experiment	target_gene_experiment_description	target_gene_other_name	Enhancer_function	Enhancer_function_experiment	En_function_ex_de	TF_name	TF_other_name	Experiment	TF_experiment_de	SNP_position	SNP_experiment	Target_gene
31452712	chr17	42110322	42112322	KAT2A	Correlation analysis and protein-protein interaction network analysis  indicated a close association between ATAD2 and estrogen  receptor 1 (ESR1), PRMT1, NCOA1 and KAT2A.	human,and,mouse		High+Lowthroughput	Comprehensive analysis of histone modification-associated genes on differential gene expression and prognosis in gastric cancer	否	无	Cancer (cancer)		E_02_0618	Flow cytometry, PCR, gel electrophoresis	Correlation analysis and protein-protein interaction network analysis  indicated a close association between ATAD2 and estrogen  receptor 1 (ESR1), PRMT1, NCOA1 and KAT2A.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Correlation analysis and protein-protein interaction network analysis  indicated a close association between ATAD2 and estrogen  receptor 1 (ESR1), PRMT1, NCOA1 and KAT2A.		Correlation analysis and protein-protein interaction network analysis  indicated a close association between ATAD2 and estrogen  receptor 1 (ESR1), PRMT1, NCOA1 and KAT2A.	Immunohistochemical staining	Correlation analysis and protein-protein interaction network analysis  indicated a close association between ATAD2 and estrogen  receptor 1 (ESR1), PRMT1, NCOA1 and KAT2A.			流式细胞术,PCR,凝胶电泳				KAT2A
31451355	chr16	67559754	67561754	CTCF	CCCTC-binding factor (CTCF), cohesion (SMC1), and mediator (MED12) are the top three factors that have been reported as both essential for cellular functions and correlated with a specific looping interaction using chromosome conformation capture (3C) technology.	human	tumour	High+Lowthroughput	A Cohesin-Mediated Intrachromosomal Loop Drives Oncogenic ROR lncRNA to Accelerate Tumorigenesis	否	无	Cancer (cancer)	cancer cell	E_01_0888	Western blot, PCR, gel electrophoresis	CCCTC-binding factor (CTCF), cohesion (SMC1), and mediator (MED12) are the top three factors that have been reported as both essential for cellular functions and correlated with a specific looping interaction using chromosome conformation capture (3C) technology.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			CCCTC-binding factor (CTCF), cohesion (SMC1), and mediator (MED12) are the top three factors that have been reported as both essential for cellular functions and correlated with a specific looping interaction using chromosome conformation capture (3C) technology.	Immunohistochemical staining	CCCTC-binding factor (CTCF), cohesion (SMC1), and mediator (MED12) are the top three factors that have been reported as both essential for cellular functions and correlated with a specific looping interaction using chromosome conformation capture (3C) technology.	CTCF		Western blot,PCR,凝胶电泳	CCCTC-binding factor (CTCF), cohesion (SMC1), and mediator (MED12) are the top three factors that have been reported as both essential for cellular functions and correlated with a specific looping interaction using chromosome conformation capture (3C) technology.			
31451060	chr6	106042562	106044562	ATG5	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7	human,and,mouse	embryo	High+Lowthroughput	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7	否	无	Cancer (cancer)	3T3-L1 cell	E_02_0619	Knockdown, Western blot, PCR, gel electrophoresis	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7		m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7	Immunohistochemical staining	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7			基因敲降,Western blot,PCR,凝胶电泳				ATG5
31451060	chr3	11269426	11271426	ATG7	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7	human,and,mouse	embryo	High+Lowthroughput	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7	否	无	Cancer (cancer)	3T3-L1 cell	E_02_0619	Knockdown, Western blot, PCR, gel electrophoresis	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7		m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7	Immunohistochemical staining	m(6)A mRNA methylation controls autophagy and adipogenesis by targeting Atg5 and Atg7			基因敲降,Western blot,PCR,凝胶电泳				ATG7
31445429	chr6	88137074	88139074	CNR1	Numerous studies have shown that expression of the gene encoding CB1 (CNR1) is highly dynamic with changes in the tissue specific expression of CNR1 associated with brain homeostasis and disease progression.	human,and,mouse		High+Lowthroughput	Disruption of an enhancer associated with addictive behaviour within the cannabinoid receptor-1 gene suggests a possible role in alcohol intake, cannabinoid response and anxiety-related behaviour	是	2023239	Cancer (cancer)	hippocampal neuron cell	E_02_0620	PCR, gel electrophoresis	Numerous studies have shown that expression of the gene encoding CB1 (CNR1) is highly dynamic with changes in the tissue specific expression of CNR1 associated with brain homeostasis and disease progression.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Numerous studies have shown that expression of the gene encoding CB1 (CNR1) is highly dynamic with changes in the tissue specific expression of CNR1 associated with brain homeostasis and disease progression.		Numerous studies have shown that expression of the gene encoding CB1 (CNR1) is highly dynamic with changes in the tissue specific expression of CNR1 associated with brain homeostasis and disease progression.	Immunohistochemical staining	Numerous studies have shown that expression of the gene encoding CB1 (CNR1) is highly dynamic with changes in the tissue specific expression of CNR1 associated with brain homeostasis and disease progression.			PCR,凝胶电泳				CNR1
31444346	chr2	25157892	25159892	POMC	Two pituitary lineages express the hormone precursor pro_x005f_x0002_opiomelanocortin (POMC), the melanotropes and corticotropes.	human,and,mouse		High+Lowthroughput	Pioneer and nonpioneer factor cooperation drives lineage specific chromatin opening	否	无	Cushing disease (Cushing disease)	melanophore	E_02_0621	RNA-seq,ATAC-seq,ChIP-seq	Two pituitary lineages express the hormone precursor pro_x005f_x0002_opiomelanocortin (POMC), the melanotropes and corticotropes.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Two pituitary lineages express the hormone precursor pro_x005f_x0002_opiomelanocortin (POMC), the melanotropes and corticotropes.		Two pituitary lineages express the hormone precursor pro_x005f_x0002_opiomelanocortin (POMC), the melanotropes and corticotropes.	Immunohistochemical staining	Two pituitary lineages express the hormone precursor pro_x005f_x0002_opiomelanocortin (POMC), the melanotropes and corticotropes.			RNA-seq,ATAC-seq,ChIP-seq				POMC
31444232	chr7	55016353	55018353	EGFR	Intron 1-Mediated Regulation of EGFR Expression in EGFR-Dependent Malignancies Is Mediated by AP-1 and BET Proteins.	human	Epithelial tissues	High+Lowthroughput	Intron 1-Mediated Regulation of EGFR Expression in EGFR-Dependent Malignancies Is Mediated by AP-1 and BET Proteins	否	无	Neck squamous cell carcinoma	Neck squamous epithelial cell	E_01_0889	Flow cytometry, Western blot, PCR, gel electrophoresis	Intron 1-Mediated Regulation of EGFR Expression in EGFR-Dependent Malignancies Is Mediated by AP-1 and BET Proteins.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Intron 1-Mediated Regulation of EGFR Expression in EGFR-Dependent Malignancies Is Mediated by AP-1 and BET Proteins.	Immunohistochemical staining	Intron 1-Mediated Regulation of EGFR Expression in EGFR-Dependent Malignancies Is Mediated by AP-1 and BET Proteins.	EGFR		流式细胞术,Western blot,PCR,凝胶电泳	Intron 1-Mediated Regulation of EGFR Expression in EGFR-Dependent Malignancies Is Mediated by AP-1 and BET Proteins.			
31443565	chr4	140556841	140558841	UCP1	This process, the non-shivering thermogenesis, is mediated by the mitochondrial uncoupling  protein 1 (UCP1), which shunts the proton circuit and leads to heat production instead of ATP.	human,and,mouse	embryo	High+Lowthroughput	Bitter Orange (Citrus aurantium Linné) Improves Obesity by Regulating Adipogenesis and Thermogenesis through AMPK Activation	否	无	Cardiovascular diseases (CVD)	3T3-L1 cell	E_02_0622	Western blot, PCR, gel electrophoresis	This process, the non-shivering thermogenesis, is mediated by the mitochondrial uncoupling  protein 1 (UCP1), which shunts the proton circuit and leads to heat production instead of ATP.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	This process, the non-shivering thermogenesis, is mediated by the mitochondrial uncoupling  protein 1 (UCP1), which shunts the proton circuit and leads to heat production instead of ATP.		This process, the non-shivering thermogenesis, is mediated by the mitochondrial uncoupling  protein 1 (UCP1), which shunts the proton circuit and leads to heat production instead of ATP.	Immunohistochemical staining	This process, the non-shivering thermogenesis, is mediated by the mitochondrial uncoupling  protein 1 (UCP1), which shunts the proton circuit and leads to heat production instead of ATP.			Western blot,PCR,凝胶电泳				UCP1
31441598	chr11	18263505	18265505	SAA1	We reported earlier that the acute-phase protein serum amyloid A1 (SAA1) is increased and accumulates in muscle of ICUAW patients, but its relevance was unknown.	human	tumour	High+Lowthroughput	Serum amyloid A1 mediates myotube atrophy via Toll-like receptors	否	无	Cancer (cancer)	cancer cell	E_01_0890	Western blot, PCR, gel electrophoresis	We reported earlier that the acute-phase protein serum amyloid A1 (SAA1) is increased and accumulates in muscle of ICUAW patients, but its relevance was unknown.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	We reported earlier that the acute-phase protein serum amyloid A1 (SAA1) is increased and accumulates in muscle of ICUAW patients, but its relevance was unknown.		We reported earlier that the acute-phase protein serum amyloid A1 (SAA1) is increased and accumulates in muscle of ICUAW patients, but its relevance was unknown.	Immunohistochemical staining	We reported earlier that the acute-phase protein serum amyloid A1 (SAA1) is increased and accumulates in muscle of ICUAW patients, but its relevance was unknown.			Western blot,PCR,凝胶电泳				SAA1
31441382	chr5	179803964	179805964	SQSTM1	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.	human	Myotome	High+Lowthroughput	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence	否	无	Alzheimer disease	muscle cell	E_01_0891	Knockdown, Western blot, PCR, gel electrophoresis	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.		SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.	Immunohistochemical staining	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.			基因敲降,Western blot,PCR,凝胶电泳				SQSTM1
31441382	chr4	23752069	23754069	PPARGC1A	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.	human	Myotome	High+Lowthroughput	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence	否	无	Alzheimer disease	muscle cell	E_01_0891	Knockdown, Western blot, PCR, gel electrophoresis	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.	Immunohistochemical staining	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.	PPARGC1A		基因敲降,Western blot,PCR,凝胶电泳	SQSTM1/p62 and PPARGC1A/PGC-1alpha at the interface of autophagy and vascular senescence.			
31432184	chr3	38136163	38138163	MYD88	Disrupting myddosome assembly in diffuse large B?cell lymphoma cells using the MYD88 dimerization inhibitor ST2825.	human	lymph	High+Lowthroughput	Disrupting myddosome assembly in diffuse large B?cell lymphoma cells using the MYD88 dimerization inhibitor ST2825	否	无	Cancer (cancer)	Diffuse large B-cell lymphoma	E_01_0892	Immunofluorescence staining, Western blot, PCR, gel electrophoresis	Disrupting myddosome assembly in diffuse large B?cell lymphoma cells using the MYD88 dimerization inhibitor ST2825.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Disrupting myddosome assembly in diffuse large B?cell lymphoma cells using the MYD88 dimerization inhibitor ST2825.		Disrupting myddosome assembly in diffuse large B?cell lymphoma cells using the MYD88 dimerization inhibitor ST2825.	Immunohistochemical staining	Disrupting myddosome assembly in diffuse large B?cell lymphoma cells using the MYD88 dimerization inhibitor ST2825.			免疫荧光染色,Western blot,PCR,凝胶电泳				MYD88
31431927	chr4	122448607	122450607	IL2	Melibiosamine, a novel oligosaccharide, suppresses mitogen-induced IL-2 production via inactivation of NFAT and NFκB in Jurkat cells.	human		High+Lowthroughput	Melibiosamine, a novel oligosaccharide, suppresses mitogen-induced IL-2 production via inactivation of NFAT and NFκB in Jurkat cells	否	无	Leukemia	Jurkat cell	E_01_0893	Western blot, PCR, gel electrophoresis	Melibiosamine, a novel oligosaccharide, suppresses mitogen-induced IL-2 production via inactivation of NFAT and NFκB in Jurkat cells.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Melibiosamine, a novel oligosaccharide, suppresses mitogen-induced IL-2 production via inactivation of NFAT and NFκB in Jurkat cells.	Immunohistochemical staining	Melibiosamine, a novel oligosaccharide, suppresses mitogen-induced IL-2 production via inactivation of NFAT and NFκB in Jurkat cells.	IL2		Western blot,PCR,凝胶电泳	Melibiosamine, a novel oligosaccharide, suppresses mitogen-induced IL-2 production via inactivation of NFAT and NFκB in Jurkat cells.			
31431802	chr3	181709285	181711285	SOX2	Sox2-Dependent 3D Chromatin Interactomes in Transcription, Neural Stem Cell Proliferation and Neurodevelopmental Diseases.	human	Nervous tissue	High+Lowthroughput	Sox2-Dependent 3D Chromatin Interactomes in Transcription, Neural Stem Cell Proliferation and Neurodevelopmental Diseases	否	无	Neural disease (CNS disease)	neural stem cell	E_01_0894	ChIP-seq	Sox2-Dependent 3D Chromatin Interactomes in Transcription, Neural Stem Cell Proliferation and Neurodevelopmental Diseases.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Sox2-Dependent 3D Chromatin Interactomes in Transcription, Neural Stem Cell Proliferation and Neurodevelopmental Diseases.	Immunohistochemical staining	Sox2-Dependent 3D Chromatin Interactomes in Transcription, Neural Stem Cell Proliferation and Neurodevelopmental Diseases.	SOX2		ChIP-seq	Sox2-Dependent 3D Chromatin Interactomes in Transcription, Neural Stem Cell Proliferation and Neurodevelopmental Diseases.			
31431624	chr2	113213024	113215024	PAX8	PAX8 activates metabolic genes via enhancer elements in Renal Cell Carcinoma.	human,and,mouse	kidney	High+Lowthroughput	PAX8 activates metabolic genes via enhancer elements in Renal Cell Carcinoma	是	无	Kidney disease	renal cell	E_02_0623	RNA SEQ, ATAC SEQ, chip SEQ, PCR, gel electrophoresis	PAX8 activates metabolic genes via enhancer elements in Renal Cell Carcinoma.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	PAX8 activates metabolic genes via enhancer elements in Renal Cell Carcinoma.		PAX8 activates metabolic genes via enhancer elements in Renal Cell Carcinoma.	Immunohistochemical staining	PAX8 activates metabolic genes via enhancer elements in Renal Cell Carcinoma.			RNA-seq,ATAC-seq,ChIP-seq,PCR,凝胶电泳				PAX8
31430278	chr17	76709990	76711990	JMJD6	Promotion of adipogenesis by JMJD6 requires the AT hook-like domain and is independent of its catalytic function.	human,and,mouse		High+Lowthroughput	Promotion of adipogenesis by JMJD6 requires the AT hook-like domain and is independent of its catalytic function	否	无	nothing	HEK293 cell	E_02_0624	Western blot, PCR, gel electrophoresis	Promotion of adipogenesis by JMJD6 requires the AT hook-like domain and is independent of its catalytic function.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Promotion of adipogenesis by JMJD6 requires the AT hook-like domain and is independent of its catalytic function.		Promotion of adipogenesis by JMJD6 requires the AT hook-like domain and is independent of its catalytic function.	Immunohistochemical staining	Promotion of adipogenesis by JMJD6 requires the AT hook-like domain and is independent of its catalytic function.			Western blot,PCR,凝胶电泳				JMJD6
31428587	chr5	68213148	68215148	PIK3R1	Amongst these genes, PIK3R1 encodes for regulatory subunit alpha of PI3-Kinase, p85α.	human	prostate	High+Lowthroughput	LSD1 Activates PI3K/AKT Signaling Through Regulating p85 Expression in Prostate Cancer Cells	否	无	Prostate disease (prostate cancer)	LNCaP cell	E_01_0895	RNA SEQ, chip SEQ, PCR, gel electrophoresis, Western blot	Amongst these genes, PIK3R1 encodes for regulatory subunit alpha of PI3-Kinase, p85α.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Amongst these genes, PIK3R1 encodes for regulatory subunit alpha of PI3-Kinase, p85α.		Amongst these genes, PIK3R1 encodes for regulatory subunit alpha of PI3-Kinase, p85α.	Immunohistochemical staining	Amongst these genes, PIK3R1 encodes for regulatory subunit alpha of PI3-Kinase, p85α.			RNA-seq,ChIP-seq,PCR,凝胶电泳,Western blot				PIK3R1
31423236	chr1	153659151	153661151	ILF2	ILF2 promotes anchorage independence through direct regulation of PTEN.	human,and,mouse	tumour	High+Lowthroughput	ILF2 promotes anchorage independence through direct regulation of PTEN	否	无	Lung cancr (lung cancer)	cancer cell	E_02_0625	Western blot, PCR, gel electrophoresis	ILF2 promotes anchorage independence through direct regulation of PTEN.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	ILF2 promotes anchorage independence through direct regulation of PTEN.		ILF2 promotes anchorage independence through direct regulation of PTEN.	Immunohistochemical staining	ILF2 promotes anchorage independence through direct regulation of PTEN.			Western blot,PCR,凝胶电泳				ILF2
31423236	chr10	87859816	87861816	PTEN	ILF2 promotes anchorage independence through direct regulation of PTEN.	human,and,mouse	tumour	High+Lowthroughput	ILF2 promotes anchorage independence through direct regulation of PTEN	否	无	Lung cancr (lung cancer)	cancer cell	E_02_0625	Western blot, PCR, gel electrophoresis	ILF2 promotes anchorage independence through direct regulation of PTEN.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	ILF2 promotes anchorage independence through direct regulation of PTEN.		ILF2 promotes anchorage independence through direct regulation of PTEN.	Immunohistochemical staining	ILF2 promotes anchorage independence through direct regulation of PTEN.			Western blot,PCR,凝胶电泳				PTEN
31423206	chr7	148804518	148806518	EZH2	The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	human		High+Lowthroughput	Clinical significance of enhancer of zeste homolog 2 and histone deacetylases 1 and 2 expression in peripheral T-cell lymphoma	否	无	nothing	NK cell	E_01_0896		The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	Immunohistochemical staining	The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	EZH2			The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.			
31423206	chr1	32289108	32291108	HDAC1	The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	human		High+Lowthroughput	Clinical significance of enhancer of zeste homolog 2 and histone deacetylases 1 and 2 expression in peripheral T-cell lymphoma	否	无	nothing	NK cell	E_01_0896		The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	Immunohistochemical staining	The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	HDAC1			The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.			
31423206	chr6	113930181	113932181	HDAC2	The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	human		High+Lowthroughput	Clinical significance of enhancer of zeste homolog 2 and histone deacetylases 1 and 2 expression in peripheral T-cell lymphoma	否	无	nothing	NK cell	E_01_0896		The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.		The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.	Immunohistochemical staining	The purpose of the present study was  to investigate the clinical significance of enhancer of zeste  homolog 2 (EZH2) and histone deacetylase 1 and 2 (HDAC1/2)  expression in PTCL.							HDAC2
31422875	chr17	39401623	39403623	MED1	Dynamic DNA methylation is co-regulated with MED1 recruitment and H3K27ac level.	human		High+Lowthroughput	Dynamic Enhancer DNA Methylation as Basis for Transcriptional and Cellular Heterogeneity of ESCs	是	无	Cancer (cancer)	embryonic stem cell	E_01_0897	Flow cytometry, gene knockdown, PCR, chip SEQ, RNA seq	Dynamic DNA methylation is co-regulated with MED1 recruitment and H3K27ac level.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			Dynamic DNA methylation is co-regulated with MED1 recruitment and H3K27ac level.	Immunohistochemical staining	Dynamic DNA methylation is co-regulated with MED1 recruitment and H3K27ac level.	MED1		流式细胞术,基因敲降,PCR,ChIP-seq,RNA-seq	Dynamic DNA methylation is co-regulated with MED1 recruitment and H3K27ac level.			
31420918	chr2	45002618	45004618	SIX2	Transcription factor Six2 induces a stem cell-like phenotype in renal cell carcinoma cells	human	kidney	High+Lowthroughput	Transcription factor Six2 induces a stem cell-like phenotype in renal cell carcinoma cells	否	无	Renal cell carcinoma	renal cell	E_01_0898	Western blot, PCR, gel electrophoresis	Transcription factor Six2 induces a stem cell-like phenotype in renal cell carcinoma cells	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Transcription factor Six2 induces a stem cell-like phenotype in renal cell carcinoma cells		Transcription factor Six2 induces a stem cell-like phenotype in renal cell carcinoma cells	Immunohistochemical staining	Transcription factor Six2 induces a stem cell-like phenotype in renal cell carcinoma cells			Western blot,PCR,凝胶电泳				SIX2
31420455	chr1	156460657	156462657	MEF2D	Neuronal Myocyte-Specific Enhancer Factor 2D (MEF2D) Is Required for Normal Circadian and Sleep Behavior in Mice.	mouse		High+Lowthroughput	Neuronal Myocyte-Specific Enhancer Factor 2D (MEF2D) Is Required for Normal Circadian and Sleep Behavior in Mice	否	无	nothing	HEK293A cell	E_02_0626	PCR, gel electrophoresis	Neuronal Myocyte-Specific Enhancer Factor 2D (MEF2D) Is Required for Normal Circadian and Sleep Behavior in Mice.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq	Neuronal Myocyte-Specific Enhancer Factor 2D (MEF2D) Is Required for Normal Circadian and Sleep Behavior in Mice.		Neuronal Myocyte-Specific Enhancer Factor 2D (MEF2D) Is Required for Normal Circadian and Sleep Behavior in Mice.	Immunohistochemical staining	Neuronal Myocyte-Specific Enhancer Factor 2D (MEF2D) Is Required for Normal Circadian and Sleep Behavior in Mice.			PCR,凝胶电泳				MEF2D
31419226	chr7	148803950	148805950	EZH2	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	human	lymph	High+Lowthroughput	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations	否	无	Cancer (cancer)	lymphoma cell	E_01_0899	PCR, gel electrophoresis	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	Immunohistochemical staining	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	EZH2		PCR,凝胶电泳	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.			
31419226	chr8	127732563	127734563	MYC	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	human	lymph	High+Lowthroughput	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations	否	无	Cancer (cancer)	lymphoma cell	E_01_0899	PCR, gel electrophoresis	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	Immunohistochemical staining	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	MYC		PCR,凝胶电泳	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.			
31419226	chr18	63120577	63122577	BCL2	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	human	lymph	High+Lowthroughput	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations	否	无	Cancer (cancer)	lymphoma cell	E_01_0899	PCR, gel electrophoresis	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	Enhancer	qRT-PCR,qPCR,ChIP,3C	RNA-Seq			DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	Immunohistochemical staining	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.	BCL2		PCR,凝胶电泳	DZNep-mediated apoptosis in B-cell lymphoma is independent of the lymphoma type, EZH2 mutation status and MYC, BCL2 or BCL6 translocations.			
